city,aqi,pm25,pm10,no2,co,o3,temperature,humidity,pressure,wind_speed,timestamp,hour,day,month,day_of_week,previous_aqi,rolling_avg_3,aqi_change,future_aqi
Karachi,161,161,0.0,0.0,0.0,0.0,31,3,1016,5.1,2026-05-09 11:11:14.629859,11,9,5,5,161.0,161.0,0.0,161.0
Karachi,161,161,0.0,0.0,0.0,0.0,31,3,1016,5.1,2026-05-09 11:11:20.381596,11,9,5,5,161.0,161.0,0.0,161.0
Karachi,161,161,0.0,0.0,0.0,0.0,31,3,1016,5.1,2026-05-09 11:18:27.109774,11,9,5,5,161.0,161.0,0.0,161.0
Karachi,161,161,0.0,0.0,0.0,0.0,31,3,1016,5.1,2026-05-09 11:18:30.969739,11,9,5,5,161.0,161.0,0.0,161.0
Karachi,161,161,0.0,0.0,0.0,0.0,31,3,1016,5.1,2026-05-09 11:18:34.274822,11,9,5,5,161.0,161.0,0.0,161.0
Karachi,161,161,0.0,0.0,0.0,0.0,31,3,1016,5.1,2026-05-09 11:18:37.092947,11,9,5,5,161.0,161.0,0.0,161.0
Karachi,161,161,0.0,0.0,0.0,0.0,31,3,1016,5.1,2026-05-09 11:18:39.921401,11,9,5,5,161.0,161.0,0.0,161.0
Karachi,161,161,0.0,0.0,0.0,0.0,31,3,1016,5.1,2026-05-09 11:19:05.775107,11,9,5,5,161.0,161.0,0.0,161.0
Karachi,161,161,0.0,0.0,0.0,0.0,31,3,1016,5.1,2026-05-09 11:19:12.218022,11,9,5,5,161.0,161.0,0.0,161.0
