timestamp,temperature,humidity,wind_speed,pressure,pm25,pm10,co,no2,o3,aqi,hour,day,month,day_of_week,previous_aqi,aqi_lag_3,aqi_lag_6,aqi_lag_12,rolling_avg_3,rolling_avg_6,aqi_change,future_aqi
2026-02-09 07:00:00,25.4,53.759243,15.661035,1014.2871,31.2,67.5,196.0,6.0,100.0,45.0,7,9,2,0,46.8,49.37,38.72,37.92,46.4,46.275,-1.7999999999999972,43.88
2026-02-09 08:00:00,25.55,53.282288,16.036171,1013.48846,28.4,64.3,221.0,4.5,106.0,43.64,8,9,2,0,45.0,47.4,41.3,37.02,45.14666666666667,46.665,-1.3599999999999994,40.84
2026-02-09 09:00:00,25.65,52.123352,16.248924,1012.4895,26.2,60.3,254.0,4.2,107.0,41.84,9,9,2,0,43.64,46.8,47.78,36.73,43.49333333333334,45.675000000000004,-1.7999999999999972,39.18
2026-02-09 10:00:00,25.35,53.40256,15.905319,1011.78906,24.7,58.2,263.0,4.0,104.0,40.19,10,9,2,0,41.84,45.0,49.37,37.68,41.89000000000001,44.145,-1.6500000000000057,38.57
2026-02-09 11:00:00,24.85,56.991436,15.151039,1011.7879,24.4,58.0,281.0,4.8,97.0,39.07,11,9,2,0,40.19,43.64,47.4,37.45,40.36666666666667,42.75666666666667,-1.1199999999999974,38.0
2026-02-09 12:00:00,24.35,61.402637,14.120538,1011.7863,23.9,57.6,317.0,8.1,87.0,37.74,12,9,2,0,39.07,41.84,46.8,39.14,39.0,41.24666666666666,-1.3299999999999983,42.45
2026-02-09 13:00:00,23.45,68.62195,12.74954,1012.0838,25.8,57.0,397.0,15.7,75.0,37.9,13,9,2,0,37.74,40.19,45.0,38.72,38.236666666666665,40.06333333333333,0.1599999999999966,48.95
2026-02-09 14:00:00,22.6,74.08986,10.9859,1012.38104,28.9,53.9,495.0,26.1,59.0,38.0,14,9,2,0,37.9,39.07,43.64,41.3,37.88,39.123333333333335,0.10000000000000142,57.7
2026-02-09 15:00:00,22.25,77.610886,10.315115,1013.0795,30.9,56.0,554.0,32.7,48.0,38.76,15,9,2,0,38.0,37.74,41.84,47.78,38.22,38.61,0.759999999999998,58.35
2026-02-09 16:00:00,22.1,79.5611,11.886816,1013.379,31.4,56.2,537.0,32.2,48.0,38.97,16,9,2,0,38.76,37.9,40.19,49.37,38.57666666666666,38.406666666666666,0.21000000000000085,60.84
2026-02-09 17:00:00,21.9,82.57865,12.503199,1013.3783,31.1,54.6,479.0,28.0,53.0,38.62,17,9,2,0,38.97,38.0,39.07,47.4,38.78333333333333,38.33166666666667,-0.3500000000000014,65.4
2026-02-09 18:00:00,21.85,81.80167,11.833546,1013.4782,30.4,51.7,429.0,23.6,58.0,37.78,18,9,2,0,38.62,38.76,37.74,46.8,38.45666666666667,38.33833333333333,-0.8399999999999963,65.66
2026-02-09 19:00:00,21.65,83.84937,9.9977,1013.2778,29.5,48.5,407.0,19.9,62.0,36.74,19,9,2,0,37.78,38.97,37.9,45.0,37.71333333333334,38.145,-1.0399999999999991,62.96
2026-02-09 20:00:00,21.3,86.74182,9.178235,1012.77716,28.2,44.8,392.0,16.1,65.0,35.23,20,9,2,0,36.74,38.62,38.0,43.64,36.583333333333336,37.68333333333333,-1.5100000000000051,59.25
2026-02-09 21:00:00,21.15,88.9183,9.114471,1012.4772,26.9,41.4,372.0,13.0,68.0,33.88,21,9,2,0,35.23,37.78,38.76,41.84,35.28333333333333,36.87,-1.3499999999999943,54.62
2026-02-09 22:00:00,21.0,91.1476,9.208192,1011.97687,25.9,38.6,300.0,10.2,70.0,32.7,22,9,2,0,33.88,36.74,38.97,40.19,33.93666666666667,35.825,-1.1799999999999997,49.48
2026-02-09 23:00:00,20.85,92.27824,8.581677,1012.1765,25.4,37.7,222.0,8.3,70.0,31.98,23,9,2,0,32.7,35.23,38.62,39.07,32.85333333333333,34.718333333333334,-0.7200000000000024,44.69
2026-02-10 00:00:00,20.05,89.95222,7.327127,1012.47394,24.4,36.0,261.0,8.3,70.0,31.14,0,10,2,1,31.98,33.88,37.78,37.74,31.94,33.61166666666667,-0.8399999999999999,37.43
2026-02-10 01:00:00,19.65,87.13434,7.247096,1013.07227,25.0,36.9,562.0,16.4,60.0,31.34,1,10,2,1,31.14,32.7,36.74,37.9,31.486666666666668,32.711666666666666,0.1999999999999993,37.16
2026-02-10 02:00:00,19.75,84.70045,6.1437774,1013.8719,27.5,39.6,980.0,27.2,47.0,32.8,2,10,2,1,31.34,31.98,35.23,38.0,31.76,32.306666666666665,1.4599999999999973,39.42
2026-02-10 03:00:00,20.3,82.64599,5.9644947,1014.573,32.7,44.8,1203.0,32.6,43.0,36.65,3,10,2,1,32.8,31.14,33.88,38.76,33.596666666666664,32.76833333333334,3.8500000000000014,49.64
2026-02-10 04:00:00,21.8,76.57173,3.4152596,1015.2765,32.1,49.4,1036.0,27.3,58.0,38.73,4,10,2,1,36.65,31.34,32.7,38.97,36.059999999999995,33.77333333333333,2.0799999999999983,63.94
2026-02-10 05:00:00,23.75,67.819695,4.14,1015.98126,30.3,54.8,674.0,16.6,82.0,40.9,5,10,2,1,38.73,32.8,31.98,38.62,38.76,35.26,2.1700000000000017,51.9
2026-02-10 06:00:00,25.0,59.628944,5.0142193,1016.0847,30.3,73.6,392.0,8.2,102.0,46.4,6,10,2,1,40.9,36.65,31.14,37.78,42.01,37.803333333333335,5.5,57.35
2026-02-10 07:00:00,26.15,51.25677,5.6233797,1015.5884,30.6,84.3,301.0,5.1,112.0,49.72,7,10,2,1,46.4,38.73,31.34,36.74,45.67333333333334,40.86666666666667,3.3200000000000003,62.98
2026-02-10 08:00:00,26.75,47.90904,7.519175,1014.6907,31.2,93.6,289.0,4.4,119.0,52.83,8,10,2,1,49.72,40.9,32.8,35.23,49.65,44.205000000000005,3.1099999999999994,66.69
2026-02-10 09:00:00,26.95,48.73936,9.5535755,1013.8919,32.0,98.3,298.0,4.6,121.0,54.5,9,10,2,1,52.83,46.4,36.65,33.88,52.349999999999994,47.18,1.6700000000000017,68.78
2026-02-10 10:00:00,26.3,55.20241,12.346741,1013.4903,32.5,99.7,311.0,4.9,121.0,55.08,10,10,2,1,54.5,49.72,38.73,32.7,54.13666666666666,49.905,0.5799999999999983,65.93
2026-02-10 11:00:00,25.6,56.810963,13.466357,1013.6883,32.8,100.1,344.0,6.1,117.0,54.88,11,10,2,1,55.08,52.83,40.9,31.98,54.82,52.23500000000001,-0.19999999999999574,60.12
2026-02-10 12:00:00,24.6,60.106907,12.9625,1014.18524,39.2,114.1,386.0,10.2,114.0,61.05,12,10,2,1,54.88,54.5,46.4,31.14,57.00333333333333,54.67666666666667,6.169999999999995,43.56
2026-02-10 13:00:00,23.9,67.63604,11.226575,1014.68304,36.7,90.1,419.0,19.7,96.0,53.73,13,10,2,1,61.05,55.08,49.72,31.34,56.553333333333335,55.345,-7.32,40.39
2026-02-10 14:00:00,23.0,77.23868,10.464798,1015.7796,38.2,80.8,460.0,33.1,70.0,50.72,14,10,2,1,53.73,54.88,52.83,32.8,55.166666666666664,54.99333333333334,-3.009999999999998,38.51
2026-02-10 15:00:00,22.5,80.61663,6.8541956,1016.37756,40.6,80.1,550.0,45.1,48.0,50.28,15,10,2,1,50.72,61.05,54.5,36.65,51.57666666666666,54.29,-0.4399999999999977,37.18
2026-02-10 16:00:00,22.1,83.89976,4.278551,1017.17596,44.6,82.0,759.0,54.4,34.0,51.96,16,10,2,1,50.28,53.73,55.08,38.73,50.98666666666667,53.77,1.6799999999999997,36.12
2026-02-10 17:00:00,21.85,85.18884,3.8141315,1017.7747,50.9,86.1,1016.0,62.4,23.0,55.48,17,10,2,1,51.96,50.72,54.88,40.9,52.57333333333333,53.87,3.519999999999996,35.52
2026-02-10 18:00:00,21.1,89.46964,1.9469976,1018.0723,60.3,96.2,1158.0,67.6,16.0,61.93,18,10,2,1,55.48,50.28,61.05,46.4,56.45666666666667,54.01666666666666,6.450000000000003,34.94
2026-02-10 19:00:00,21.4,86.481155,5.072041,1017.8735,69.8,105.9,1081.0,69.2,11.0,68.11,19,10,2,1,61.93,51.96,53.73,49.72,61.839999999999996,56.413333333333334,6.18,33.81
2026-02-10 20:00:00,21.05,86.718346,5.4656014,1017.57275,74.7,109.4,888.0,68.0,9.0,70.78,20,10,2,1,68.11,55.48,50.72,52.83,66.94,59.75666666666666,2.6700000000000017,31.83
2026-02-10 21:00:00,20.55,88.592964,6.8989563,1017.4712,74.5,99.0,719.0,65.0,11.0,68.45,21,10,2,1,70.78,61.93,50.28,54.5,69.11333333333333,62.785000000000004,-2.3299999999999983,29.24
2026-02-10 22:00:00,20.1,88.27845,7.922045,1017.07025,66.1,83.1,600.0,60.0,17.0,61.22,22,10,2,1,68.45,68.11,51.96,55.08,66.81666666666668,64.32833333333333,-7.230000000000004,26.96
2026-02-10 23:00:00,19.9,77.751045,8.37532,1017.16986,57.7,70.8,504.0,53.2,26.0,54.89,23,10,2,1,61.22,70.78,55.48,54.88,61.52,64.23,-6.329999999999998,25.14
2026-02-11 00:00:00,19.5,68.49937,7.968939,1017.46826,55.6,65.9,491.0,54.0,26.0,52.98,0,11,2,2,54.89,68.45,61.93,61.05,56.36333333333334,62.73833333333334,-1.9100000000000037,26.44
2026-02-11 01:00:00,19.4,61.258503,9.016185,1018.16736,50.8,58.6,642.0,47.5,37.0,49.8,1,11,2,2,52.98,61.22,68.11,53.73,52.556666666666665,59.68666666666667,-3.1799999999999997,27.24
2026-02-11 02:00:00,19.4,59.070557,9.236298,1019.16656,48.8,55.9,876.0,38.3,52.0,49.12,2,11,2,2,49.8,54.89,70.78,50.72,50.633333333333326,56.076666666666675,-0.6799999999999997,31.06
2026-02-11 03:00:00,19.8,55.369938,9.82114,1019.8673,49.9,56.9,1008.0,29.5,70.0,51.26,3,11,2,2,49.12,52.98,68.45,50.28,50.06,53.211666666666666,2.1400000000000006,41.42
2026-02-11 04:00:00,21.7,47.801514,9.432412,1020.5719,51.1,56.8,933.0,21.6,91.0,53.8,4,11,2,2,51.26,49.8,61.22,51.96,51.393333333333324,51.975,2.539999999999999,41.12
2026-02-11 05:00:00,23.65,43.182617,10.63372,1021.07697,47.7,56.2,755.0,14.1,114.0,54.3,5,11,2,2,53.8,49.12,54.89,55.48,53.12,51.876666666666665,0.5,38.22
2026-02-11 06:00:00,25.4,39.280365,14.169785,1021.2815,44.1,57.0,603.0,8.4,131.0,54.36,6,11,2,2,54.3,51.26,52.98,61.93,54.153333333333336,52.10666666666666,0.060000000000002274,38.34
2026-02-11 07:00:00,27.2,31.72749,16.10472,1020.48724,39.5,58.9,518.0,5.4,138.0,53.04,7,11,2,2,54.36,53.8,49.8,68.11,53.9,52.64666666666667,-1.3200000000000003,37.55
2026-02-11 08:00:00,28.2,27.871815,16.50709,1019.19086,34.7,55.2,459.0,4.2,138.0,49.72,8,11,2,2,53.04,54.3,49.12,70.78,52.373333333333335,52.74666666666666,-3.3200000000000003,38.16
2026-02-11 09:00:00,28.9,24.994795,16.1198,1018.0937,31.3,49.0,427.0,3.8,137.0,46.57,9,11,2,2,49.72,54.36,51.26,68.45,49.776666666666664,51.964999999999996,-3.1499999999999986,38.36
2026-02-11 10:00:00,29.25,23.102398,15.472672,1017.3952,28.6,44.2,422.0,3.4,137.0,44.2,10,11,2,2,46.57,53.04,53.8,61.22,46.830000000000005,50.365,-2.3699999999999974,37.3
2026-02-11 11:00:00,29.15,22.446337,15.2947035,1016.8952,27.4,40.7,445.0,3.8,135.0,42.66,11,11,2,2,44.2,49.72,54.3,54.89,44.47666666666667,48.425000000000004,-1.5400000000000063,34.84
2026-02-11 12:00:00,28.7,23.603975,14.087229,1016.49426,32.5,47.4,501.0,6.8,127.0,45.8,12,11,2,2,42.66,46.57,54.36,52.98,44.22,46.998333333333335,3.1400000000000006,32.58
2026-02-11 13:00:00,28.0,26.067272,13.121493,1017.1922,34.9,45.8,623.0,14.6,112.0,45.6,13,11,2,2,45.8,44.2,53.04,49.8,44.68666666666667,45.758333333333326,-0.19999999999999574,32.41
2026-02-11 14:00:00,27.0,30.204548,13.374618,1017.98865,38.6,47.0,778.0,25.2,91.0,46.13,14,11,2,2,45.6,42.66,49.72,49.12,45.843333333333334,45.160000000000004,0.5300000000000011,33.46
2026-02-11 15:00:00,25.9,35.071262,13.33094,1018.28546,40.4,47.8,875.0,32.3,76.0,46.01,15,11,2,2,46.13,45.8,46.57,51.26,45.913333333333334,45.06666666666666,-0.12000000000000455,33.25
2026-02-11 16:00:00,24.85,39.78458,12.606426,1018.6824,41.4,48.3,868.0,33.0,70.0,45.81,16,11,2,2,46.01,45.6,44.2,53.8,45.98333333333333,45.335,-0.19999999999999574,33.35
2026-02-11 17:00:00,23.85,43.672146,11.753876,1018.77936,42.1,49.0,804.0,30.2,70.0,45.88,17,11,2,2,45.81,46.13,42.66,54.3,45.900000000000006,45.87166666666667,0.07000000000000028,33.9
2026-02-11 18:00:00,23.1,46.15061,10.310402,1018.7774,42.8,49.9,728.0,26.4,72.0,46.14,18,11,2,2,45.88,46.01,45.8,54.36,45.943333333333335,45.928333333333335,0.259999999999998,34.44
2026-02-11 19:00:00,22.45,47.529297,10.692969,1018.4758,42.7,50.1,645.0,21.9,76.0,46.06,19,11,2,2,46.14,45.81,45.6,53.04,46.02666666666667,46.005,-0.0799999999999983,34.37
2026-02-11 20:00:00,21.9,48.176228,10.587918,1018.0745,41.3,48.7,551.0,16.4,83.0,45.3,20,11,2,2,46.06,45.88,46.13,49.72,45.833333333333336,45.86666666666667,-0.7600000000000051,33.14
2026-02-11 21:00:00,21.65,47.947853,10.495713,1018.0739,39.2,46.4,482.0,12.0,88.0,43.88,21,11,2,2,45.3,46.14,46.01,46.57,45.080000000000005,45.51166666666668,-1.4199999999999946,32.04
2026-02-11 22:00:00,21.2,48.795826,10.472536,1017.87286,37.4,44.2,435.0,8.7,92.0,42.64,22,11,2,2,43.88,46.06,45.81,44.2,43.94,44.98333333333334,-1.240000000000002,31.66
2026-02-11 23:00:00,20.5,50.9428,10.484902,1017.57117,35.9,42.8,413.0,6.4,94.0,41.57,23,11,2,2,42.64,45.3,45.88,42.66,42.696666666666665,44.26499999999999,-1.0700000000000003,32.25
2026-02-12 00:00:00,19.7,55.344563,10.390226,1017.7686,36.0,43.0,458.0,7.2,90.0,41.18,0,12,2,3,41.57,43.88,46.14,45.8,41.79666666666667,43.43833333333333,-0.39000000000000057,34.77
2026-02-12 01:00:00,19.3,56.92692,10.094454,1018.06726,35.3,42.4,642.0,12.9,83.0,40.52,1,12,2,3,41.18,42.64,46.06,45.6,41.09,42.515,-0.6599999999999966,37.6
2026-02-12 02:00:00,19.0,58.194553,9.418661,1018.7656,36.3,43.4,893.0,20.6,75.0,41.17,2,12,2,3,40.52,41.57,45.3,46.13,40.95666666666667,41.82666666666667,0.6499999999999986,43.26
2026-02-12 03:00:00,19.15,57.461197,9.511088,1019.3658,39.2,46.0,1038.0,24.9,74.0,43.64,3,12,2,3,41.17,41.18,43.88,46.01,41.77666666666667,41.78666666666667,2.469999999999999,55.16
2026-02-12 04:00:00,20.75,51.522427,7.970972,1020.0697,42.0,47.7,978.0,22.6,88.0,47.13,4,12,2,3,43.64,40.52,42.64,45.81,43.98,42.535,3.490000000000002,47.92
2026-02-12 05:00:00,23.75,42.072178,7.889259,1020.47766,38.0,46.1,812.0,16.9,110.0,47.26,5,12,2,3,47.13,41.17,41.57,45.88,46.01,43.48333333333333,0.12999999999999545,46.0
2026-02-12 06:00:00,26.45,33.721832,8.92408,1020.1853,31.4,41.0,659.0,11.8,128.0,44.87,6,12,2,3,47.26,43.64,41.18,46.14,46.419999999999995,44.09833333333333,-2.3900000000000006,46.6
2026-02-12 07:00:00,28.25,24.90746,7.519175,1019.2911,26.2,44.8,553.0,8.5,137.0,43.88,7,12,2,3,44.87,47.13,40.52,46.06,45.336666666666666,44.65833333333333,-0.9899999999999949,45.92
2026-02-12 08:00:00,29.3,20.684153,4.802999,1017.8948,22.8,37.0,462.0,5.9,141.0,40.84,8,12,2,3,43.88,47.26,41.17,45.3,43.196666666666665,44.60333333333333,-3.039999999999999,45.38
2026-02-12 09:00:00,29.45,20.009508,2.7943513,1016.7962,21.2,32.2,406.0,4.6,143.0,39.18,9,12,2,3,40.84,44.87,43.64,43.88,41.300000000000004,43.86000000000001,-1.6600000000000037,44.83
2026-02-12 10:00:00,29.5,22.536669,7.282774,1015.9969,20.7,30.3,391.0,2.7,145.0,38.57,10,12,2,3,39.18,43.88,47.13,42.64,39.53,42.43333333333334,-0.6099999999999994,43.26
2026-02-12 11:00:00,29.35,24.269377,9.826088,1014.99744,20.6,29.6,412.0,2.2,143.0,38.0,11,12,2,3,38.57,40.84,47.26,41.57,38.583333333333336,40.89,-0.5700000000000003,40.37
2026-02-12 12:00:00,28.2,28.445757,12.429127,1014.7943,26.8,38.6,473.0,9.2,133.0,42.45,12,12,2,3,38.0,39.18,44.87,41.18,39.67333333333334,40.48666666666667,4.450000000000003,38.43
2026-02-12 13:00:00,26.2,38.089798,12.992458,1014.98883,38.2,48.2,606.0,34.7,100.0,48.95,13,12,2,3,42.45,38.57,43.88,40.52,43.13333333333333,41.33166666666667,6.5,38.16
2026-02-12 14:00:00,24.25,48.33293,10.266314,1015.5833,53.4,62.2,780.0,69.7,54.0,57.7,14,12,2,3,48.95,38.0,40.84,41.17,49.70000000000001,44.14166666666667,8.75,39.15
2026-02-12 15:00:00,23.3,54.983887,7.4672885,1016.2798,56.2,65.0,902.0,94.0,21.0,58.35,15,12,2,3,57.7,42.45,39.18,43.64,55.0,47.336666666666666,0.6499999999999986,39.88
2026-02-12 16:00:00,22.7,60.437725,6.090812,1016.77783,60.5,70.5,940.0,97.9,12.0,60.84,16,12,2,3,58.35,48.95,38.57,47.13,58.96333333333334,51.04833333333334,2.490000000000002,40.63
2026-02-12 17:00:00,22.15,62.090435,6.6697226,1017.07605,67.8,78.5,927.0,91.3,14.0,65.4,17,12,2,3,60.84,57.7,38.0,47.26,61.53,55.615,4.560000000000002,41.52
2026-02-12 18:00:00,21.55,66.3021,7.329338,1017.3741,69.6,78.9,873.0,83.5,17.0,65.66,18,12,2,3,65.4,58.35,42.45,44.87,63.96666666666667,59.48333333333334,0.2599999999999909,42.46
2026-02-12 19:00:00,21.25,69.289375,8.6193495,1016.9736,68.0,75.2,756.0,76.8,16.0,62.96,19,12,2,3,65.66,60.84,48.95,43.88,64.67333333333333,61.818333333333335,-2.6999999999999957,46.2
2026-02-12 20:00:00,20.85,72.62257,9.292255,1016.3731,65.2,71.0,598.0,69.0,14.0,59.25,20,12,2,3,62.96,65.4,57.7,40.84,62.623333333333335,62.07666666666666,-3.710000000000001,48.08
2026-02-12 21:00:00,20.45,75.15152,9.83268,1015.8722,60.3,65.4,481.0,62.9,13.0,54.62,21,12,2,3,59.25,65.66,58.35,39.18,58.94333333333333,61.455000000000005,-4.630000000000003,47.22
2026-02-12 22:00:00,20.1,77.286255,9.676569,1015.27167,53.9,58.4,372.0,60.3,12.0,49.48,22,12,2,3,54.62,62.96,60.84,38.57,54.449999999999996,59.56166666666667,-5.140000000000001,45.29
2026-02-12 23:00:00,19.9,77.751045,7.5685663,1014.47205,47.5,51.9,304.0,59.4,11.0,44.69,23,12,2,3,49.48,59.25,65.4,38.0,49.596666666666664,56.11000000000001,-4.789999999999999,43.44
2026-02-13 00:00:00,19.0,78.61978,4.542994,1014.4692,38.1,43.1,449.0,53.1,12.0,37.43,0,13,2,4,44.69,54.62,65.66,42.45,43.86666666666667,51.404999999999994,-7.259999999999998,42.53
2026-02-13 01:00:00,18.55,81.12212,5.2323985,1014.5678,39.3,44.8,1047.0,50.0,7.0,37.16,1,13,2,4,37.43,49.48,62.96,48.95,39.76,47.105,-0.2700000000000031,41.19
2026-02-13 02:00:00,17.85,86.13611,2.4149535,1015.06555,44.6,50.6,1859.0,45.7,1.0,39.42,2,13,2,4,37.16,44.69,59.25,57.7,38.00333333333334,43.800000000000004,2.260000000000005,40.72
2026-02-13 03:00:00,18.05,83.170395,2.5264204,1015.66565,58.6,64.3,2339.0,41.9,8.0,49.64,3,13,2,4,39.42,37.43,54.62,58.35,42.07333333333333,42.97,10.219999999999999,44.1
2026-02-13 04:00:00,20.35,72.766655,1.3708391,1016.4717,73.8,77.5,2181.0,39.9,37.0,63.94,4,13,2,4,49.64,37.16,49.48,60.84,51.0,45.379999999999995,14.299999999999997,42.77
2026-02-13 05:00:00,23.0,64.10273,0.25455844,1016.8787,46.0,57.2,1690.0,38.4,78.0,51.9,5,13,2,4,63.94,39.42,44.69,65.4,55.16,46.58166666666667,-12.04,41.93
2026-02-13 06:00:00,25.15,54.56489,2.9301877,1016.9843,43.4,65.0,1245.0,35.0,116.0,57.35,6,13,2,4,51.9,49.64,37.43,65.66,57.73,49.901666666666664,5.450000000000003,42.74
2026-02-13 07:00:00,26.7,49.461346,5.9834766,1016.28937,44.1,72.4,961.0,27.3,149.0,62.98,7,13,2,4,57.35,63.94,37.16,62.96,57.41,54.205000000000005,5.6299999999999955,43.13
2026-02-13 08:00:00,27.05,53.832863,10.6261,1015.29114,44.9,74.5,721.0,17.6,178.0,66.69,8,13,2,4,62.98,51.9,39.42,59.25,62.339999999999996,58.75,3.710000000000001,42.68
2026-02-13 09:00:00,27.0,52.8048,13.104198,1014.4914,46.7,74.0,552.0,11.2,193.0,68.78,9,13,2,4,66.69,57.35,49.64,54.62,66.14999999999999,61.94,2.0900000000000034,41.5
2026-02-13 10:00:00,26.95,48.116985,12.791403,1014.09174,45.5,69.2,473.0,9.6,186.0,65.93,10,13,2,4,68.78,62.98,63.94,49.48,67.13333333333334,62.27166666666667,-2.8499999999999943,39.38
2026-02-13 11:00:00,26.65,48.0369,12.594856,1013.79095,42.1,63.3,464.0,11.1,165.0,60.12,11,13,2,4,65.93,66.69,51.9,44.69,64.94333333333334,63.64166666666666,-5.810000000000009,36.74
2026-02-13 12:00:00,25.75,51.98188,12.181625,1013.3888,26.8,36.3,495.0,15.7,137.0,43.56,12,13,2,4,60.12,68.78,57.35,37.43,56.53666666666667,61.343333333333334,-16.559999999999995,33.21
2026-02-13 13:00:00,24.45,62.805412,10.644379,1013.48517,26.2,35.5,576.0,25.6,109.0,40.39,13,13,2,4,43.56,65.93,62.98,37.16,48.02333333333333,57.57833333333334,-3.1700000000000017,31.7
2026-02-13 14:00:00,23.05,73.93325,9.087772,1013.68134,28.3,38.4,697.0,39.2,72.0,38.51,14,13,2,4,40.39,60.12,66.69,39.42,40.82,52.88166666666667,-1.8800000000000026,30.82
2026-02-13 15:00:00,22.3,79.58874,7.7420926,1014.37885,30.0,41.9,796.0,48.0,44.0,37.18,15,13,2,4,38.51,43.56,68.78,49.64,38.693333333333335,47.615,-1.3299999999999983,30.66
2026-02-13 16:00:00,21.8,80.77699,6.9480934,1014.87683,29.7,42.6,870.0,48.0,37.0,36.12,16,13,2,4,37.18,40.39,65.93,63.94,37.269999999999996,42.64666666666667,-1.0600000000000023,30.86
2026-02-13 17:00:00,21.45,80.73102,6.5248446,1015.07574,29.2,42.1,921.0,43.3,40.0,35.52,17,13,2,4,36.12,38.51,60.12,51.9,36.27333333333333,38.54666666666667,-0.5999999999999943,31.59
2026-02-13 18:00:00,20.85,82.19266,5.983477,1015.2739,29.0,40.7,896.0,38.0,44.0,34.94,18,13,2,4,35.52,37.18,43.56,57.35,35.526666666666664,37.11,-0.5800000000000054,32.5
2026-02-13 19:00:00,20.7,82.69399,7.889258,1014.9738,28.3,38.4,726.0,32.9,47.0,33.81,19,13,2,4,34.94,36.12,40.39,62.98,34.75666666666667,36.013333333333335,-1.1299999999999955,32.48
2026-02-13 20:00:00,20.35,82.91353,8.217153,1014.27344,26.1,34.5,479.0,27.2,52.0,31.83,20,13,2,4,33.81,35.52,38.51,66.69,33.526666666666664,34.9,-1.980000000000004,30.79
2026-02-13 21:00:00,20.05,81.31656,7.282774,1013.7729,23.3,30.0,304.0,22.3,55.0,29.24,21,13,2,4,31.83,34.94,37.18,68.78,31.626666666666665,33.57666666666667,-2.59,28.52
2026-02-13 22:00:00,19.55,83.877045,6.114703,1013.47156,21.0,26.4,213.0,17.5,57.0,26.96,22,13,2,4,29.24,33.81,36.12,65.93,29.343333333333334,32.050000000000004,-2.2799999999999976,27.16
2026-02-13 23:00:00,18.9,88.17704,5.369916,1013.3701,19.3,23.8,193.0,13.5,58.0,25.14,23,13,2,4,26.96,31.83,35.52,60.12,27.113333333333333,30.319999999999997,-1.8200000000000003,27.9
2026-02-14 00:00:00,17.85,92.399605,4.0249224,1013.36694,21.6,28.2,360.0,15.7,51.0,26.44,0,14,2,5,25.14,29.24,34.94,43.56,26.180000000000003,28.903333333333332,1.3000000000000007,25.9
2026-02-14 01:00:00,17.5,94.7608,5.2478566,1013.56586,23.7,30.4,923.0,25.1,37.0,27.24,1,14,2,5,26.44,26.96,33.81,40.39,26.27333333333333,27.808333333333334,0.7999999999999972,29.26
2026-02-14 02:00:00,16.9,97.18271,4.175069,1014.5634,30.0,37.0,1671.0,37.7,20.0,31.06,2,14,2,5,27.24,25.14,31.83,38.51,28.246666666666666,27.680000000000003,3.8200000000000003,36.46
2026-02-14 03:00:00,16.85,96.872826,2.5071096,1015.26245,44.5,50.9,2089.0,44.9,15.0,41.42,3,14,2,5,31.06,26.44,29.24,37.18,33.24,29.709999999999997,10.360000000000003,48.34
2026-02-14 04:00:00,19.45,87.11596,0.6489992,1015.96954,41.0,45.5,1867.0,41.8,35.0,41.12,4,14,2,5,41.42,27.24,26.96,36.12,37.86666666666667,32.07,-0.30000000000000426,49.09
2026-02-14 05:00:00,22.25,81.08871,1.2727921,1016.47675,30.7,39.1,1314.0,33.3,67.0,38.22,5,14,2,5,41.12,31.06,25.14,35.52,40.25333333333333,34.25,-2.8999999999999986,40.14
2026-02-14 06:00:00,24.55,69.70401,4.829907,1016.2833,26.4,34.9,841.0,25.1,96.0,38.34,6,14,2,5,38.22,41.42,26.44,34.94,39.22666666666667,36.233333333333334,0.12000000000000455,43.24
2026-02-14 07:00:00,26.15,61.61553,7.689603,1015.7882,22.7,29.3,589.0,18.6,117.0,37.55,7,14,2,5,38.34,41.12,27.24,33.81,38.03666666666666,37.95166666666666,-0.7900000000000063,48.12
2026-02-14 08:00:00,27.0,55.37564,9.67657,1014.79114,21.4,27.4,417.0,12.5,134.0,38.16,8,14,2,5,37.55,38.22,31.06,31.83,38.01666666666666,39.135,0.6099999999999994,55.27
2026-02-14 09:00:00,27.45,50.136337,10.735306,1014.0931,20.8,26.7,312.0,8.8,142.0,38.36,9,14,2,5,38.16,38.34,41.42,29.24,38.02333333333333,38.625,0.20000000000000284,55.56
2026-02-14 10:00:00,27.5,48.263474,11.679212,1013.3936,20.2,26.0,279.0,7.7,139.0,37.3,10,14,2,5,38.36,37.55,41.12,26.96,37.94,37.98833333333334,-1.0600000000000023,54.9
2026-02-14 11:00:00,27.0,50.66218,11.592895,1012.8927,19.0,24.6,314.0,9.1,127.0,34.84,11,14,2,5,37.3,38.16,38.22,25.14,36.833333333333336,37.425000000000004,-2.4599999999999937,52.46
2026-02-14 12:00:00,25.65,58.47043,10.365251,1012.78925,17.9,21.5,388.0,13.9,115.0,32.58,12,14,2,5,34.84,38.36,38.34,26.44,34.906666666666666,36.464999999999996,-2.260000000000005,51.63
2026-02-14 13:00:00,24.25,66.43883,9.444426,1012.7855,19.8,25.4,524.0,25.2,91.0,32.41,13,14,2,5,32.58,37.3,37.55,27.24,33.27666666666667,35.608333333333334,-0.1700000000000017,49.98
2026-02-14 14:00:00,22.85,75.77891,8.149847,1013.18097,25.2,31.1,700.0,40.6,57.0,33.46,14,14,2,5,32.41,34.84,38.16,31.06,32.81666666666667,34.825,1.0500000000000043,44.07
